0 - grupa opadowa w sekcji 1 i 3
1 - grupa opadowa tylko w sekcji 1
2 - grupa opadowa tylko w sekcji 3
3 - grupa opadowa pominięta (opady nie wystąpiły)
4 - grupa opadowa pominięta (nie wykonywano pomiarów opadu) - w kluczu SHIP jednocześnie brak grupy 6RRRtR
